timestamp,node_id,tilt_deg,displacement_mm,vibration_g,crack_width_mm,battery_percent,displacement_rate_mm_per_15min,tilt_rate_deg_per_15min,risk_score,risk_status,subsidence_risk_next
2026-01-01 22:00:00,NODE-05,1.36,6.44,0.219,2.33,98.59,0.538,0.278,23.4,SAFE,1
2026-01-01 22:15:00,NODE-03,2.912,20.877,0.853,5.966,94.31,14.437,1.552,79.8,WARNING,0
2026-01-01 22:30:00,NODE-01,1.038,6.49,0.354,1.813,93.89,-14.387,-1.874,23.7,SAFE,0
2026-01-01 22:45:00,NODE-04,1.043,6.951,0.246,1.526,96.02,0.461,0.005,19.6,SAFE,0
2026-01-01 23:00:00,NODE-04,1.336,7.129,0.375,1.991,95.59,0.178,0.293,28.5,SAFE,0
2026-01-01 23:15:00,NODE-03,0.919,8.231,0.327,2.294,96.47,1.102,-0.418,24.3,SAFE,0
2026-01-01 23:30:00,NODE-04,1.158,4.769,0.346,2.052,95.01,-3.462,0.239,23.4,SAFE,0
2026-01-01 23:45:00,NODE-03,1.876,11.289,0.42,3.428,94.63,6.519,0.718,44.9,LOW,0
2026-01-02 00:00:00,NODE-03,0.954,5.793,0.204,2.015,97.67,-5.495,-0.922,18.5,SAFE,0
2026-01-02 00:15:00,NODE-03,1.958,11.462,0.568,4.213,93.73,5.668,1.004,55.2,LOW,0
2026-01-02 00:30:00,NODE-01,0.778,7.423,0.196,1.209,96.09,-4.039,-1.179,15.5,SAFE,0
2026-01-02 00:45:00,NODE-01,1.429,10.97,0.458,4.11,96.48,3.547,0.65,49.3,LOW,0
2026-01-02 01:00:00,NODE-01,1.323,7.665,0.364,3.009,96.64,-3.305,-0.106,24.1,SAFE,0
2026-01-02 01:15:00,NODE-04,1.269,5.003,0.328,2.324,95.28,-2.663,-0.054,21.2,SAFE,0
2026-01-02 01:30:00,NODE-02,0.292,3.855,0.174,0.57,94.15,-1.147,-0.976,7.5,SAFE,1
2026-01-02 01:45:00,NODE-03,2.618,14.703,0.656,5.755,97.44,10.848,2.326,65.8,WARNING,0
2026-01-02 02:00:00,NODE-05,0.841,5.097,0.254,2.26,95.1,-9.606,-1.776,14.4,SAFE,0
2026-01-02 02:15:00,NODE-02,1.13,10.213,0.292,2.402,97.47,5.115,0.289,34.3,SAFE,0
2026-01-02 02:30:00,NODE-02,0.849,4.403,0.216,1.756,96.07,-5.81,-0.281,18.5,SAFE,0
2026-01-02 02:45:00,NODE-04,0.95,6.061,0.309,1.553,95.04,1.658,0.101,18.0,SAFE,0
2026-01-02 03:00:00,NODE-02,1.621,12.433,0.449,3.461,96.09,6.372,0.67,47.0,LOW,0
2026-01-02 03:15:00,NODE-01,2.431,14.662,0.651,4.526,97.0,2.229,0.811,56.8,LOW,0
2026-01-02 03:30:00,NODE-02,1.662,8.68,0.468,3.35,95.71,-5.983,-0.77,31.0,SAFE,0
2026-01-02 03:45:00,NODE-01,1.044,5.548,0.333,2.094,94.73,-3.132,-0.618,18.3,SAFE,1
2026-01-02 04:00:00,NODE-05,3.94,25.291,0.963,8.027,93.46,19.743,2.896,86.5,CRITICAL,0
2026-01-02 04:15:00,NODE-04,1.246,6.245,0.217,1.883,95.1,-19.046,-2.694,22.2,SAFE,0
2026-01-02 04:30:00,NODE-04,1.339,8.768,0.433,2.651,96.57,2.523,0.093,38.3,SAFE,0
2026-01-02 04:45:00,NODE-05,0.515,2.92,0.245,1.274,94.39,-5.848,-0.825,10.4,SAFE,0
2026-01-02 05:00:00,NODE-04,0.633,3.849,0.188,0.647,96.41,0.929,0.118,10.0,SAFE,0
2026-01-02 05:15:00,NODE-01,1.544,10.22,0.51,2.944,95.62,6.371,0.912,46.4,LOW,0
2026-01-02 05:30:00,NODE-05,1.502,9.319,0.413,2.549,96.48,-0.901,-0.043,27.9,SAFE,0
2026-01-02 05:45:00,NODE-03,1.396,8.109,0.283,3.388,92.78,-1.211,-0.105,24.6,SAFE,0
2026-01-02 06:00:00,NODE-04,1.37,8.688,0.265,2.113,93.88,0.58,-0.027,20.4,SAFE,0
2026-01-02 06:15:00,NODE-05,1.188,8.956,0.382,2.412,95.02,0.268,-0.181,25.1,SAFE,0
2026-01-02 06:30:00,NODE-02,0.439,4.837,0.314,1.267,97.81,-4.119,-0.75,15.7,SAFE,0
2026-01-02 06:45:00,NODE-01,0.384,1.262,0.269,0.534,94.66,-3.575,-0.054,9.8,SAFE,1
2026-01-02 07:00:00,NODE-02,3.406,23.123,0.881,7.709,95.41,21.862,3.022,83.2,CRITICAL,0
2026-01-02 07:15:00,NODE-03,0.209,3.312,0.196,0.23,98.14,-19.812,-3.197,5.6,SAFE,0
2026-01-02 07:30:00,NODE-05,1.583,10.976,0.417,3.641,96.07,7.664,1.374,49.0,LOW,0
2026-01-02 07:45:00,NODE-05,1.983,14.098,0.481,4.123,96.59,3.122,0.4,49.1,LOW,0
2026-01-02 08:00:00,NODE-01,2.844,15.848,0.575,5.744,94.78,1.75,0.861,57.4,LOW,0
2026-01-02 08:15:00,NODE-03,0.892,7.014,0.345,2.638,96.96,-8.833,-1.951,21.5,SAFE,0
2026-01-02 08:30:00,NODE-02,0.818,4.657,0.301,1.231,97.14,-2.358,-0.074,18.9,SAFE,0
2026-01-02 08:45:00,NODE-02,1.697,9.785,0.401,2.18,96.14,5.129,0.878,46.6,LOW,0
2026-01-02 09:00:00,NODE-01,0.966,5.395,0.288,1.897,95.43,-4.391,-0.731,14.6,SAFE,1
2026-01-02 09:15:00,NODE-02,4.366,28.842,1.172,9.904,96.21,23.447,3.4,88.9,CRITICAL,0
2026-01-02 09:30:00,NODE-05,2.103,13.947,0.694,4.431,93.58,-14.894,-2.263,48.9,LOW,0
2026-01-02 09:45:00,NODE-02,1.088,6.404,0.232,1.865,96.83,-7.543,-1.014,17.0,SAFE,0
2026-01-02 10:00:00,NODE-03,1.209,4.125,0.127,1.686,94.51,-2.279,0.12,20.2,SAFE,0
2026-01-02 10:15:00,NODE-04,0.626,2.075,0.222,1.06,95.19,-2.05,-0.583,12.6,SAFE,0
2026-01-02 10:30:00,NODE-02,1.248,6.604,0.378,1.821,97.1,4.529,0.622,38.7,SAFE,0
2026-01-02 10:45:00,NODE-05,2.23,14.218,0.455,4.692,96.83,7.615,0.982,55.3,LOW,0
2026-01-02 11:00:00,NODE-05,0.773,7.01,0.294,1.984,93.56,-7.209,-1.457,17.9,SAFE,0
2026-01-02 11:15:00,NODE-02,1.856,11.433,0.473,3.792,94.37,4.424,1.083,47.7,LOW,0
2026-01-02 11:30:00,NODE-03,1.067,7.654,0.32,1.984,96.27,-3.78,-0.79,23.3,SAFE,0
2026-01-02 11:45:00,NODE-02,1.67,10.492,0.442,3.718,93.41,2.839,0.603,42.3,LOW,0
2026-01-02 12:00:00,NODE-02,1.637,11.963,0.394,3.399,97.2,1.471,-0.033,37.1,SAFE,0
2026-01-02 12:15:00,NODE-01,0.867,5.48,0.121,0.872,95.63,-6.484,-0.77,17.1,SAFE,0
2026-01-02 12:30:00,NODE-03,1.995,12.414,0.517,3.723,97.18,6.935,1.128,53.4,LOW,0
2026-01-02 12:45:00,NODE-03,0.403,2.229,0.128,1.207,94.59,-10.185,-1.592,11.1,SAFE,0
2026-01-02 13:00:00,NODE-01,0.553,4.857,0.194,1.278,94.69,2.628,0.151,18.6,SAFE,0
2026-01-02 13:15:00,NODE-02,1.072,6.209,0.261,1.49,96.72,1.353,0.518,23.6,SAFE,1
2026-01-02 13:30:00,NODE-05,2.42,16.2,0.534,4.995,95.12,9.991,1.348,63.9,WARNING,0
2026-01-02 13:45:00,NODE-02,1.628,8.727,0.404,3.294,93.98,-7.473,-0.792,29.5,SAFE,0
2026-01-02 14:00:00,NODE-01,0.756,4.546,0.216,0.936,96.14,-4.18,-0.872,10.3,SAFE,0
2026-01-02 14:15:00,NODE-03,0.47,1.669,0.211,0.814,93.55,-2.877,-0.286,9.9,SAFE,0
2026-01-02 14:30:00,NODE-05,1.581,11.22,0.52,3.77,97.19,9.551,1.111,47.7,LOW,0
2026-01-02 14:45:00,NODE-02,1.026,8.285,0.28,2.451,95.68,-2.935,-0.555,28.7,SAFE,0
2026-01-02 15:00:00,NODE-04,1.476,10.311,0.389,2.072,94.39,2.026,0.45,38.3,SAFE,0
2026-01-02 15:15:00,NODE-04,1.419,9.077,0.26,2.131,96.82,-1.234,-0.057,21.6,SAFE,1
2026-01-02 15:30:00,NODE-02,4.653,34.321,1.281,10.759,96.84,25.244,3.235,92.2,CRITICAL,0
2026-01-02 15:45:00,NODE-04,1.011,8.254,0.376,2.286,95.45,-26.066,-3.642,27.1,SAFE,0
2026-01-02 16:00:00,NODE-02,2.089,12.866,0.348,4.122,98.17,4.611,1.078,51.7,LOW,0
2026-01-02 16:15:00,NODE-04,0.375,4.511,0.196,1.568,98.14,-8.355,-1.714,10.6,SAFE,0
2026-01-02 16:30:00,NODE-04,0.244,1.988,0.093,0.242,95.82,-2.523,-0.131,4.9,SAFE,0
2026-01-02 16:45:00,NODE-03,1.779,11.671,0.444,3.378,96.71,9.683,1.536,46.9,LOW,0
2026-01-02 17:00:00,NODE-01,0.871,4.617,0.16,1.321,97.0,-7.054,-0.909,13.1,SAFE,0
2026-01-02 17:15:00,NODE-05,1.494,10.951,0.356,2.955,94.06,6.334,0.624,40.3,LOW,0
2026-01-02 17:30:00,NODE-02,2.503,13.242,0.638,4.617,95.76,2.29,1.009,58.5,LOW,0
2026-01-02 17:45:00,NODE-01,0.5,1.197,0.136,0.333,94.6,-12.044,-2.003,3.0,SAFE,0
2026-01-02 18:00:00,NODE-01,1.309,8.809,0.308,2.887,94.42,7.612,0.809,42.1,LOW,0
2026-01-02 18:15:00,NODE-03,0.583,2.549,0.135,0.782,95.55,-6.26,-0.727,8.0,SAFE,0
2026-01-02 18:30:00,NODE-04,0.957,7.099,0.297,1.898,95.64,4.55,0.374,32.9,SAFE,0
2026-01-02 18:45:00,NODE-01,0.128,0.924,0.112,0.0,93.47,-6.175,-0.829,1.7,SAFE,0
2026-01-02 19:00:00,NODE-03,0.31,1.625,0.13,1.154,95.81,0.701,0.182,11.6,SAFE,0
2026-01-02 19:15:00,NODE-02,0.983,4.276,0.254,1.326,95.09,2.651,0.673,29.8,SAFE,0
2026-01-02 19:30:00,NODE-04,0.269,3.39,0.222,0.805,97.07,-0.886,-0.713,8.4,SAFE,0
2026-01-02 19:45:00,NODE-01,1.654,9.987,0.321,3.098,96.78,6.597,1.384,39.7,SAFE,0
2026-01-02 20:00:00,NODE-04,1.417,10.093,0.404,2.461,94.36,0.106,-0.237,28.7,SAFE,1
2026-01-02 20:15:00,NODE-02,2.594,14.962,0.676,5.208,96.96,4.868,1.177,63.7,WARNING,0
2026-01-02 20:30:00,NODE-05,0.401,5.418,0.162,0.833,96.02,-9.544,-2.193,7.7,SAFE,0
2026-01-02 20:45:00,NODE-01,0.848,5.57,0.349,1.401,95.11,0.152,0.448,18.3,SAFE,1
2026-01-02 21:00:00,NODE-02,2.948,20.311,0.727,5.524,94.76,14.741,2.1,70.2,WARNING,0
2026-01-02 21:15:00,NODE-01,0.751,5.155,0.175,1.633,93.99,-15.156,-2.197,9.0,SAFE,1
2026-01-02 21:30:00,NODE-05,2.165,17.304,0.594,6.097,93.9,12.149,1.414,66.2,WARNING,0
2026-01-02 21:45:00,NODE-05,1.429,11.826,0.493,3.502,93.17,-5.478,-0.736,31.7,SAFE,0
2026-01-02 22:00:00,NODE-02,0.411,4.492,0.232,1.784,95.38,-7.334,-1.017,14.3,SAFE,0
2026-01-02 22:15:00,NODE-04,0.169,5.185,0.223,1.108,92.88,0.693,-0.242,11.0,SAFE,0
2026-01-02 22:30:00,NODE-05,0.468,2.653,0.167,0.759,94.31,-2.532,0.299,15.8,SAFE,0
2026-01-02 22:45:00,NODE-03,1.526,10.568,0.389,3.579,96.13,7.915,1.058,42.5,LOW,0
2026-01-02 23:00:00,NODE-03,0.816,6.382,0.261,2.054,97.13,-4.186,-0.711,17.1,SAFE,1
2026-01-02 23:15:00,NODE-02,3.585,22.912,0.821,7.287,93.96,16.529,2.77,85.1,CRITICAL,0
2026-01-02 23:30:00,NODE-01,1.167,6.158,0.253,1.252,96.07,-16.753,-2.419,14.7,SAFE,0
2026-01-02 23:45:00,NODE-05,0.986,5.792,0.213,1.581,94.96,-0.366,-0.181,17.0,SAFE,0
2026-01-03 00:00:00,NODE-05,0.226,3.972,0.059,0.663,94.71,-1.82,-0.76,8.9,SAFE,0
2026-01-03 00:15:00,NODE-04,1.889,14.412,0.45,4.341,95.51,10.439,1.663,50.4,LOW,0
2026-01-03 00:30:00,NODE-02,1.013,4.416,0.273,1.812,94.54,-9.996,-0.877,15.1,SAFE,0
2026-01-03 00:45:00,NODE-02,0.896,4.042,0.114,2.558,95.22,-0.374,-0.117,16.3,SAFE,0
2026-01-03 01:00:00,NODE-04,1.54,9.786,0.308,2.554,95.4,5.744,0.644,42.5,LOW,0
2026-01-03 01:15:00,NODE-05,1.046,5.826,0.348,2.08,96.7,-3.961,-0.494,17.9,SAFE,0
2026-01-03 01:30:00,NODE-05,1.318,8.349,0.493,3.056,96.96,2.523,0.272,42.8,LOW,0
2026-01-03 01:45:00,NODE-04,0.366,1.201,0.143,0.951,94.59,-7.148,-0.952,8.1,SAFE,0
2026-01-03 02:00:00,NODE-04,1.315,8.007,0.227,1.895,94.98,6.806,0.949,38.3,SAFE,0
2026-01-03 02:15:00,NODE-01,0.803,6.713,0.211,1.72,96.26,-1.294,-0.513,19.0,SAFE,0
2026-01-03 02:30:00,NODE-01,1.279,10.194,0.407,3.276,95.08,3.482,0.476,38.5,SAFE,0
2026-01-03 02:45:00,NODE-05,1.922,12.91,0.599,4.12,96.15,2.716,0.643,52.4,LOW,0
2026-01-03 03:00:00,NODE-03,0.341,4.249,0.302,1.925,96.37,-8.661,-1.581,14.2,SAFE,0
2026-01-03 03:15:00,NODE-01,1.957,13.165,0.372,4.442,96.51,8.916,1.616,51.9,LOW,0
2026-01-03 03:30:00,NODE-01,0.165,2.745,0.119,0.788,95.38,-10.419,-1.793,7.4,SAFE,0
2026-01-03 03:45:00,NODE-04,0.876,6.487,0.203,2.587,93.88,3.742,0.711,29.1,SAFE,0
2026-01-03 04:00:00,NODE-01,1.128,8.785,0.312,1.998,95.07,2.298,0.252,32.4,SAFE,0
2026-01-03 04:15:00,NODE-01,2.23,13.789,0.501,4.149,94.66,5.004,1.102,54.5,LOW,0
2026-01-03 04:30:00,NODE-03,1.599,10.619,0.452,2.965,96.2,-3.17,-0.632,25.4,SAFE,0
2026-01-03 04:45:00,NODE-04,0.342,4.171,0.22,1.421,97.09,-6.448,-1.257,13.0,SAFE,0
2026-01-03 05:00:00,NODE-04,1.675,8.503,0.471,3.583,97.12,4.332,1.333,42.7,LOW,0
2026-01-03 05:15:00,NODE-02,1.255,9.496,0.266,2.989,96.32,0.992,-0.419,28.2,SAFE,1
2026-01-03 05:30:00,NODE-04,2.613,16.995,0.62,5.403,94.13,7.499,1.358,64.1,WARNING,0
2026-01-03 05:45:00,NODE-02,1.004,3.803,0.146,1.377,96.93,-13.192,-1.609,8.9,SAFE,0
2026-01-03 06:00:00,NODE-02,0.909,4.23,0.389,1.908,95.76,0.427,-0.095,14.8,SAFE,1
2026-01-03 06:15:00,NODE-04,2.576,16.013,0.606,5.306,94.25,11.783,1.667,64.5,WARNING,0
2026-01-03 06:30:00,NODE-04,2.111,14.264,0.456,4.212,96.27,-1.75,-0.465,38.3,SAFE,1
2026-01-03 06:45:00,NODE-05,2.678,17.009,0.594,5.167,94.97,2.745,0.567,61.3,WARNING,0
2026-01-03 07:00:00,NODE-04,1.308,9.81,0.338,2.114,92.89,-7.199,-1.37,25.2,SAFE,0
2026-01-03 07:15:00,NODE-03,1.53,9.8,0.431,3.419,94.05,-0.01,0.222,27.6,SAFE,0
2026-01-03 07:30:00,NODE-01,1.844,9.128,0.507,3.661,95.14,-0.672,0.314,33.9,SAFE,0
2026-01-03 07:45:00,NODE-02,0.604,3.392,0.192,1.569,95.09,-5.736,-1.241,12.1,SAFE,1
2026-01-03 08:00:00,NODE-02,2.258,14.856,0.598,5.295,93.94,11.464,1.654,64.8,WARNING,0
2026-01-03 08:15:00,NODE-02,0.484,2.397,0.193,0.419,96.11,-12.459,-1.773,5.6,SAFE,0
2026-01-03 08:30:00,NODE-05,0.619,5.965,0.247,1.148,95.83,3.567,0.134,27.5,SAFE,1
2026-01-03 08:45:00,NODE-02,2.388,16.136,0.597,4.563,93.48,10.171,1.77,60.5,WARNING,0
2026-01-03 09:00:00,NODE-05,1.22,7.137,0.382,2.377,98.36,-8.998,-1.168,20.3,SAFE,0
2026-01-03 09:15:00,NODE-04,1.262,8.573,0.292,2.794,93.74,1.435,0.042,28.2,SAFE,0
2026-01-03 09:30:00,NODE-04,0.892,6.36,0.308,1.732,94.65,-2.213,-0.37,20.6,SAFE,0
2026-01-03 09:45:00,NODE-03,0.791,1.074,0.09,1.147,95.64,-5.286,-0.102,10.5,SAFE,0
2026-01-03 10:00:00,NODE-03,0.26,1.436,0.245,0.758,94.64,0.363,-0.531,7.4,SAFE,0
2026-01-03 10:15:00,NODE-03,1.541,9.675,0.342,2.354,96.93,8.239,1.281,42.5,LOW,0
